portuguese,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Present
relâmpago,0,0,1,0,0,1,0,0,1,0,1
relance,0,0,0,0,0,0,0,0,0,0,0
relatado,0,0,0,0,0,0,0,0,0,0,0
relatividade,0,0,0,0,0,0,0,0,0,0,0
relativo,0,0,0,0,0,0,0,0,0,1,1
relatório,0,0,0,0,0,0,0,0,0,0,0
relaxado,0,0,0,0,0,0,0,0,0,0,0
relaxamento,1,0,0,0,0,0,0,0,0,0,1
relaxante,0,0,0,0,0,0,0,0,0,0,0
relaxar,0,0,0,0,0,0,0,0,0,0,0
relevante,1,0,0,0,0,0,0,0,0,1,1
religião,0,0,0,0,0,0,0,0,0,1,1
religioso,0,0,0,0,0,0,0,0,0,0,0
relinchar,0,0,0,0,0,0,0,0,0,0,0
relincho,1,0,0,0,0,0,0,0,0,0,1
relíquia,0,0,0,0,0,0,0,0,0,0,0
relíquias,0,0,0,0,0,0,0,1,0,0,1
relógio,0,0,0,1,0,0,0,0,0,0,1
relógio de sol,0,0,0,1,0,0,0,0,0,1,1
relutância,0,0,0,0,0,0,0,0,0,0,0
relutante,0,1,0,0,0,1,0,0,0,0,1
reluzir,1,0,0,0,0,0,0,0,0,0,1
relva,0,0,0,0,0,0,0,0,0,0,0
remanescente,0,0,0,0,0,0,0,0,0,0,0
remanso,0,1,0,0,0,0,0,1,0,0,1
rematado,1,0,0,0,0,0,0,0,0,0,1
remediar,1,0,0,1,0,0,1,0,0,1,1
remédio,1,0,0,0,0,0,0,0,0,1,1
remendo,0,1,0,0,0,0,0,0,0,0,1
remessa,0,0,0,0,0,0,0,0,0,0,0
remeter,0,0,0,0,0,0,0,0,0,0,0
remexer,0,0,0,0,0,0,0,0,0,0,0
remissão,1,0,0,0,0,0,0,0,0,0,1
remo,0,0,0,0,0,0,0,0,0,0,0
remoção,0,1,0,0,0,0,0,0,0,0,1
remodelar,1,0,0,0,0,0,0,0,0,0,1
remontar,0,0,0,0,0,0,0,0,0,0,0
remorso,0,1,0,0,0,0,0,1,0,0,1
remover,0,1,1,0,0,1,0,1,0,0,1
remuneração,0,0,0,0,0,0,0,0,0,0,0
rena,0,0,0,0,0,0,0,0,0,0,0
renascido,0,0,0,0,0,0,0,0,0,0,0
renascimento,1,0,0,1,0,0,1,0,0,1,1
renda,1,1,0,1,0,0,1,1,0,1,1
render,0,1,0,0,0,1,0,1,0,0,1
renderização,0,0,0,0,0,0,0,0,0,0,0
renderizar,1,0,0,0,0,0,0,0,0,0,1
rendição,0,1,0,0,0,0,0,1,0,0,1
renegado,0,1,1,0,0,0,0,0,0,0,1
renomado,1,0,0,0,0,0,0,0,0,0,1
renome,1,0,0,0,0,0,0,0,0,0,1
renovação,1,0,0,1,0,0,1,0,0,0,1
renovado,0,0,0,0,0,0,0,0,0,0,0
renovar,1,0,0,1,0,0,0,0,0,0,1
renúncia,0,1,1,0,0,0,0,0,0,0,1
renunciar,0,1,1,0,1,0,0,0,0,1,1
reorganização,0,0,0,0,0,0,0,0,0,0,0
reorganizar,1,0,0,0,0,0,0,0,0,0,1
reparação,1,0,0,0,0,0,0,0,0,1,1
reparando,1,0,0,0,0,0,0,0,0,0,1
reparar,0,0,0,0,0,0,0,0,0,0,0
repartição,0,0,0,0,0,0,0,0,0,0,0
repartir,0,1,0,0,0,0,0,1,0,0,1
repelente,0,1,1,0,1,1,0,0,0,0,1
repelindo,0,1,0,0,1,0,0,0,0,0,1
repentinamente,0,0,0,0,0,0,0,0,1,0,1
repertório,0,0,0,0,0,0,0,0,0,0,0
repetição,0,0,0,0,0,0,0,0,0,0,0
repetidamente,0,0,0,0,0,0,0,0,0,0,0
repetido,0,0,0,0,0,0,0,0,0,0,0
repetidor,0,0,0,0,0,0,0,0,0,0,0
repetir,1,0,0,0,0,0,0,0,0,0,1
repleto,1,0,0,0,0,0,0,0,0,0,1
replicação,0,0,0,0,0,0,0,0,0,0,0
repolho,0,0,0,0,0,0,0,0,0,0,0
repórter,1,0,0,0,0,0,0,0,0,1,1
reposição,0,0,0,0,0,0,0,0,0,0,0
repositório,0,0,0,0,0,0,0,0,0,0,0
repousante,1,0,0,0,0,0,0,0,0,0,1
repouso,1,0,0,0,0,0,0,0,0,0,1
repreender,0,1,1,0,1,1,0,1,0,0,1
repreensão,0,1,1,0,0,0,0,0,0,0,1
represa,0,0,0,0,0,1,0,0,0,0,1
represália,0,1,1,0,0,1,0,1,0,0,1
representação,0,1,0,0,0,0,0,0,0,0,1
representado,1,0,0,0,0,0,0,0,0,0,1
representando,0,0,0,1,0,0,0,0,0,0,1
representante,0,0,0,0,0,0,0,0,0,0,0
repressão,0,1,0,0,0,1,0,0,0,0,1
reprimenda,0,1,1,0,0,0,0,0,0,0,1
reprimido,0,0,0,0,0,0,0,0,0,0,0
reprimir,0,1,0,0,0,0,0,1,0,0,1
reprise,0,0,0,0,0,0,0,0,0,0,0
reprodução,0,0,0,0,0,0,0,0,0,0,0
reprodutiva,1,0,0,0,0,0,1,0,0,0,1
reproduzir,0,0,0,0,0,0,0,0,0,0,0
reprovado,0,1,1,0,0,0,0,1,0,0,1
réptil,0,0,0,0,0,0,0,0,0,0,0
república,0,1,0,0,0,0,0,0,0,0,1
republicano,0,0,0,0,0,0,0,0,0,0,0
repúdio,0,1,1,0,1,0,0,0,0,0,1
repugnância,0,1,0,0,1,1,0,0,0,0,1
repugnante,0,1,1,0,1,1,0,0,0,0,1
repulsa,0,1,1,0,1,1,0,0,0,0,1
repulsão,0,1,0,0,1,1,0,0,0,0,1
repulsivo,0,1,0,0,1,1,0,0,0,0,1
reputação,0,0,0,0,0,0,0,0,0,0,0
requerente,0,0,1,0,1,0,0,0,0,0,1
requeridos,0,0,0,0,0,0,0,0,0,0,0
requerimento,0,0,0,0,0,0,0,0,0,0,0
réquiem,0,0,0,0,0,0,0,1,0,0,1
requintadamente,1,0,0,0,0,0,0,0,0,0,1
requintado,1,0,0,0,0,0,1,0,0,0,1
requisição,0,0,0,0,0,0,0,0,0,0,0
requisito,0,0,0,0,0,0,0,0,0,0,0
rescaldo,0,1,1,0,1,1,0,1,0,0,1
rescindir,0,1,0,0,0,0,0,0,0,0,1
rescisão,0,1,0,0,0,0,0,0,0,0,1
reserva,1,0,0,0,0,0,0,0,0,0,1
reservado,0,0,0,0,0,0,0,0,0,0,0
reservas,0,0,0,0,0,0,0,0,0,0,0
reservatório,0,0,0,0,0,0,0,0,0,0,0
resfolegar,0,0,0,0,0,0,0,1,0,0,1
resfriado,0,1,0,0,0,0,0,0,0,0,1
resfriador,0,0,0,0,0,0,0,0,0,0,0
resfriamento,0,0,0,0,0,0,0,0,0,0,0
resgatar,1,0,0,1,0,0,1,0,1,1,1
resgate,0,1,1,0,0,1,0,0,0,0,1
residência,0,0,0,0,0,0,0,0,0,0,0
residências,0,0,0,0,0,0,0,0,0,0,0
residente,1,0,0,0,0,0,0,0,0,0,1
residir,0,0,0,0,0,0,0,0,0,0,0
residual,0,0,0,0,0,0,0,0,0,0,0
resíduo,0,0,0,0,0,0,0,0,0,0,0
resignação,0,1,0,0,0,0,0,1,1,0,1
resignado,0,1,0,0,0,0,0,1,0,0,1
resiliência,0,0,0,0,0,0,0,0,0,0,0
resiliente,1,0,0,0,0,0,0,0,0,0,1
resina,0,0,0,0,0,0,0,0,0,0,0
resistência,1,0,1,0,0,1,0,0,0,0,1
resistente,1,0,0,0,0,1,0,0,0,0,1
resistente à intempérie,1,0,0,0,0,0,0,0,0,0,1
resistindo,0,1,1,0,0,1,0,1,0,0,1
resistir,0,1,0,0,0,0,0,0,0,0,1
resistiu,0,0,0,0,0,0,0,0,0,0,0
resistivo,1,0,0,0,0,0,0,0,0,0,1
resma,0,0,0,0,0,0,0,0,0,0,0
resmungar,0,1,1,0,1,0,0,0,0,0,1
resolução,0,0,0,0,0,0,0,0,0,0,0
resolutamente,1,0,0,0,0,0,0,0,0,0,1
resoluto,0,0,0,0,0,0,0,0,0,0,0
resolver,0,0,0,0,0,0,0,0,0,0,0
resolvido,0,0,0,0,0,0,0,0,0,0,0
respectivo,0,0,0,0,0,0,0,0,0,0,0
respeita,1,0,0,0,0,0,0,0,0,1,1
respeitabilidade,1,0,0,0,0,0,0,0,0,0,1
respeitado,0,0,0,0,0,0,0,0,0,0,0
respeitando,1,0,0,0,0,0,0,0,0,0,1
respeitar,0,0,0,0,0,0,0,0,0,0,0
respeitável,1,0,0,0,0,0,0,0,0,1,1
respeito,1,0,0,1,0,0,1,0,0,1,1
respeitoso,1,0,0,0,0,0,0,0,0,1,1
respiração,0,0,0,0,0,0,0,0,0,0,0
respirador,0,0,0,0,0,0,0,0,0,0,0
resplandecente,1,0,0,0,0,0,1,0,0,0,1
resplandecer,1,0,0,1,0,0,1,0,0,1,1
responda,0,0,0,0,0,0,0,0,0,0,0
respondendo,0,0,0,0,0,0,0,0,0,0,0
respondente,0,0,0,0,0,0,0,0,0,0,0
responder,0,0,0,0,0,0,0,0,0,0,0
responsabilidade,0,0,0,0,0,0,0,0,0,0,0
responsabilidades,0,0,0,0,0,0,0,0,0,0,0
responsável,1,0,0,0,0,0,0,0,0,1,1
responsivo,1,0,0,1,0,0,0,0,0,1,1
resposta,0,0,0,0,0,0,0,0,0,0,0
ressecção,0,0,0,0,0,1,0,0,0,0,1
resseguro,1,0,0,0,0,0,0,0,0,1,1
ressentido,0,1,1,0,0,0,0,0,0,0,1
ressentimento,0,1,1,0,1,0,0,1,0,0,1
ressentir,0,1,1,0,0,0,0,0,0,0,1
ressoa,0,0,0,0,0,0,0,0,0,0,0
ressonador,0,0,0,0,0,0,0,0,0,0,0
ressonância,0,0,0,0,0,0,0,0,0,0,0
ressonante,0,0,0,0,0,0,0,0,0,0,0
ressurreição,0,0,0,0,0,0,0,0,0,0,0
ressuscitação,0,0,0,0,0,0,0,0,0,0,0
restabelecer,1,0,0,0,0,0,0,0,0,0,1
restante,0,0,0,0,0,0,0,0,0,0,0
restauração,0,0,0,0,0,0,0,0,0,0,0
restaurado,0,0,0,0,0,0,0,0,0,0,0
restaurador,1,0,0,1,0,0,1,0,0,1,1
restaurando,1,0,0,0,0,0,0,0,0,0,1
restaurante,0,0,0,0,0,0,0,0,0,0,0
restituição,1,0,1,0,0,0,0,0,0,0,1
restolho,0,0,0,0,0,0,0,0,0,0,0
restrição,0,1,1,0,0,1,0,1,0,0,1
restringido,0,0,0,0,0,1,0,0,0,0,1
restringindo,0,1,0,0,0,1,0,0,0,0,1
restringir,0,1,1,0,0,1,0,0,0,0,1
restritivo,0,1,0,0,0,0,0,0,0,0,1
restrito,0,0,0,0,0,0,0,0,0,0,0
resultado,0,0,0,1,0,0,0,0,0,0,1
resultante,0,0,0,1,0,0,0,0,0,0,1
resumir,0,0,0,0,0,0,0,0,0,0,0
resumo,0,0,0,0,0,0,0,0,0,0,0
retaliação,0,1,1,0,0,1,0,0,0,0,1
retaliador,0,1,1,0,0,0,0,0,0,0,1
retaliar,0,1,1,0,0,0,0,0,0,0,1
retangular,0,0,0,0,0,0,0,0,0,0,0
retângulo,0,0,0,0,0,0,0,0,0,0,0
retardar,0,1,0,0,1,1,0,1,0,0,1
retardo,0,1,0,0,0,0,0,0,0,0,1
retenção,1,0,0,0,0,0,0,0,0,0,1
retentivo,0,0,0,0,0,0,0,0,0,0,0
reter,0,0,0,0,0,0,0,0,0,1,1
reticente,0,1,0,0,0,1,0,0,0,0,1
retificação,0,0,0,0,0,0,0,0,0,0,0
retificar,1,0,0,0,0,0,0,0,0,0,1
retina,0,0,0,0,0,0,0,0,0,0,0
retirada,0,0,0,0,0,0,0,0,0,0,0
retirar o,0,1,0,0,0,0,0,1,0,0,1
retomada,1,0,0,0,0,0,0,0,0,0,1
retomar,0,0,0,0,0,0,0,0,0,0,0
retorcido,0,1,0,0,0,0,0,0,0,0,1
retórica,0,0,0,0,0,0,0,0,0,0,0
retórico,0,0,0,0,0,0,0,0,0,0,0
retorna,0,0,0,0,0,0,0,0,0,0,0
retorno,0,1,1,0,0,0,0,0,0,0,1
retorta,0,1,0,0,0,0,0,0,0,0,1
retração,0,1,0,0,0,0,0,0,0,0,1
retrair,0,1,1,0,0,0,0,0,0,0,1
retransmissão,0,0,0,0,0,0,0,0,0,0,0
retrata,0,0,0,0,0,0,0,0,0,0,0
retratando,0,0,0,0,0,0,0,0,0,0,0
retratar,0,0,0,0,0,0,0,0,0,0,0
retrato,0,0,0,0,0,0,0,0,0,0,0
retribuição,0,1,1,0,0,1,0,1,0,0,1
retribuir,1,0,0,0,0,0,0,0,0,0,1
retriever,0,0,0,0,0,0,0,0,0,0,0
retroativo,0,0,0,0,0,0,0,0,0,0,0
retroceder,0,0,0,0,0,0,0,0,0,0,0
retroescavadeira,0,0,0,0,0,0,0,0,0,0,0
retrógrado,0,1,0,0,0,0,0,0,0,0,1
retrospectivamente,0,0,0,0,0,0,0,0,0,0,0
retrospectivo,0,0,0,0,0,0,0,0,0,0,0
retrospecto,0,0,0,0,0,0,0,0,0,0,0
réu,0,0,1,0,0,1,0,1,0,0,1
reumatismo,0,1,1,0,0,1,0,1,0,0,1
reunião,1,0,0,1,0,0,0,0,0,1,1
reunindo,0,0,0,0,0,0,0,0,0,0,0
reunir,0,0,0,0,0,0,0,0,0,0,0
reveja,0,0,0,0,0,0,0,0,0,0,0
revela,1,0,0,0,0,0,1,0,0,0,1
revelação,0,0,0,0,0,0,0,0,0,0,0
revelar,1,0,0,0,0,0,1,0,0,0,1
revendedor,0,0,0,0,0,0,0,0,0,0,0
rever,1,0,0,0,0,0,0,0,0,0,1
reverberação,0,0,0,0,0,0,0,0,0,0,0
reverência,1,0,0,0,0,0,1,0,0,1,1
reverenciar,1,0,0,1,0,0,1,0,0,1,1
reverendo,1,0,0,0,0,0,1,0,0,0,1
reverente,0,0,0,0,0,0,0,0,0,0,0
reversão,0,1,1,0,1,0,0,0,1,0,1
reverter,0,0,0,0,0,0,0,0,0,0,0
revés,0,1,0,0,0,0,0,1,0,0,1
revestido,0,0,0,0,0,0,0,0,0,0,0
revestimento,1,0,0,0,0,0,0,0,0,0,1
revestir,0,1,1,0,1,1,0,1,0,0,1
revigorar,1,0,0,0,0,0,0,0,0,0,1
reviravolta,0,1,0,0,0,0,0,0,0,0,1
revisão,0,0,0,0,0,0,0,0,0,0,0
revisitar,0,0,0,0,0,0,0,0,0,0,0
revisor,0,0,0,0,0,0,0,0,0,0,0
revista,0,0,0,0,0,0,0,0,0,0,0
reviver,1,1,0,1,0,0,0,0,0,0,1
revogação,0,1,0,0,0,0,0,0,0,0,1
revogar,0,1,1,0,1,1,0,1,0,0,1
revolta,0,1,1,1,0,1,0,0,0,0,1
revoltando,0,1,0,0,0,0,0,0,0,0,1
revoltante,0,1,1,0,1,1,0,0,0,0,1
revolução,1,1,1,1,0,1,0,1,1,0,1
revolucionar,0,0,0,0,0,0,0,0,0,0,0
revolucionário,1,0,0,0,0,0,0,0,0,0,1
revólver,0,1,1,0,0,1,0,1,0,0,1
ribeiro,0,0,0,0,0,0,0,0,0,0,0
rick,0,0,0,0,0,0,0,0,0,0,0
rico,0,0,0,0,0,0,0,0,0,0,0
riddance,0,0,0,0,0,0,0,0,0,0,0
ridícula,0,1,1,0,1,1,0,0,0,0,1
ridicularizar,0,1,1,0,1,0,0,1,0,0,1
ridículo,0,1,1,0,1,1,0,0,0,0,1
rifle,0,1,1,0,0,1,0,0,0,0,1
rifles,0,0,0,0,0,0,0,0,0,0,0
rift,0,1,0,0,0,0,0,0,0,0,1
rígida,0,1,0,0,0,0,0,0,0,1,1
rigidez,0,1,0,0,0,0,0,0,0,0,1
rígido,0,1,0,0,0,0,0,0,0,0,1
rigor,0,1,0,0,1,1,0,0,0,0,1
rigoroso,0,1,0,0,0,0,0,0,0,0,1
rijo,1,0,0,0,0,0,0,0,0,0,1
rima,0,0,0,0,0,0,0,0,0,0,0
rimando,0,0,0,0,0,0,0,0,0,0,0
rindo,1,0,0,0,0,0,1,0,0,0,1
rink,0,0,0,0,0,0,0,0,0,0,0
rio,0,0,0,0,0,0,0,0,0,0,0
riparian,0,0,0,0,0,0,0,0,0,0,0
riqueza,1,0,0,0,0,0,1,0,0,1,1
riquezas,0,0,0,0,0,0,0,0,0,0,0
rir,1,0,0,0,0,0,1,0,0,0,1
riscado,0,1,0,0,0,0,0,0,0,0,1
risco,0,1,0,1,0,1,0,0,0,0,1
risinho,1,0,0,1,0,0,1,0,1,1,1
risível,0,1,0,0,1,0,0,0,0,0,1
riso,1,0,0,1,0,0,1,0,1,0,1
rítmico,1,0,0,0,0,0,1,0,1,0,1
ritmo,1,0,0,0,0,0,0,0,0,0,1
rito,0,0,0,0,0,0,0,0,0,0,0
ritual,0,0,0,0,0,0,0,0,0,0,0
ritualístico,0,0,0,0,0,0,0,0,0,0,0
rival,0,0,0,0,0,0,0,0,0,0,0
rivalidade,0,1,1,0,0,0,0,0,0,0,1
rixa,0,1,0,0,0,0,0,0,1,0,1
roadster,1,0,0,0,0,0,1,0,0,1,1
robô,0,0,0,0,0,0,0,0,0,0,0
robótica,0,0,0,0,0,0,0,0,0,0,0
robusto,1,0,0,0,0,0,1,0,0,1,1
roc,0,0,0,0,0,0,0,0,0,0,0
rocha,1,0,0,0,0,0,0,0,0,0,1
roda,0,0,0,0,0,0,0,0,0,0,0
rodando,1,0,0,0,0,0,1,0,0,0,1
rodapé,0,0,0,0,0,0,0,0,0,0,0
rodar,0,0,0,0,0,0,0,0,0,0,0
rodas,0,0,0,0,0,0,0,0,0,0,0
rodear,1,1,0,1,0,0,0,0,0,0,1
rodízio,0,0,0,0,0,0,0,0,0,0,0
rodovia,0,0,0,0,0,0,0,0,0,0,0
rolagem,0,0,0,0,0,0,0,0,0,0,0
rolamentos,0,0,0,0,0,0,0,0,0,0,0
rolando,0,0,0,0,0,0,0,0,0,0,0
roleta,0,0,0,1,0,0,0,0,0,0,1
rolha,0,0,0,0,0,0,0,0,0,0,0
rolo,0,0,0,0,0,0,0,0,0,0,0
rolo compressor,0,0,0,0,0,0,0,0,0,0,0
rolos,0,0,0,0,0,0,0,0,0,0,0
romance,1,0,0,1,0,1,1,1,1,1,1
romântico,1,0,0,1,0,0,1,0,0,1,1
romantismo,1,0,0,0,0,0,1,0,0,0,1
rompimento,0,1,0,0,0,0,0,1,0,0,1
ronco,0,0,0,0,0,0,0,0,0,0,0
ronronar,1,0,0,0,0,0,1,0,0,1,1
rosa,0,0,0,0,0,0,0,0,0,0,0
rosado,1,0,0,0,0,0,0,0,0,0,1
rosário,0,0,0,0,0,0,0,0,0,0,0
roseta,0,0,0,0,0,0,0,0,0,0,0
rosnando,0,1,1,0,1,1,0,0,0,0,1
rosnar,0,1,1,0,1,1,0,0,0,0,1
rosquinha,0,0,0,0,0,0,0,0,0,0,0
rota,1,0,0,0,0,0,0,0,0,1,1
rotação,0,0,0,0,0,0,0,0,0,0,0
rotativo,0,0,0,0,0,0,0,0,0,0,0
rote,0,0,0,0,0,0,0,0,0,0,0
roteiro,1,0,0,0,0,0,0,0,0,0,1
rotina,1,0,0,0,0,0,0,0,0,1,1
rotor,0,0,0,0,0,0,0,0,0,0,0
rótulo,0,0,0,0,0,0,0,0,0,1,1
rotunda,0,0,0,0,0,0,0,0,0,0,0
roubado,0,1,1,0,0,0,0,0,0,0,1
roubando,0,1,0,0,1,1,0,0,0,0,1
roubar,0,1,1,0,1,1,0,1,0,0,1
roubo,0,1,1,0,1,1,0,1,0,0,1
roubou,0,0,0,0,0,0,0,0,0,0,0
rouco,0,1,0,0,0,0,0,0,0,0,1
rouge,0,0,0,0,0,0,0,0,0,0,0
roupa de cama,0,0,0,0,0,0,0,0,0,0,0
roupão,0,0,0,0,0,0,0,0,0,0,0
roupas,0,0,0,0,0,0,0,0,0,0,0
rouser,0,0,0,0,0,0,0,0,0,0,0
rouxinol,0,0,0,0,0,0,0,0,0,0,0
rover,0,0,0,0,0,0,0,0,0,0,0
roxa,0,0,0,0,0,0,0,0,0,0,0
rua,0,1,0,0,0,0,0,1,0,0,1
rubi,0,0,0,0,0,0,0,0,0,0,0
rubor,1,0,0,0,0,0,0,0,0,0,1
rubrica,1,0,0,0,0,0,0,0,0,0,1
rude,0,1,1,0,1,0,0,0,0,0,1
rudimentar,0,0,0,0,0,0,0,0,0,0,0
rudimentos,0,0,0,0,0,0,0,0,0,0,0
ruff,0,0,0,0,0,0,0,0,0,0,0
ruga,0,0,0,0,0,0,0,0,0,0,0
rugido,0,0,0,0,0,0,0,0,0,0,0
rugosidade,0,1,0,0,0,0,0,0,0,0,1
rugoso,0,1,0,0,1,0,0,0,0,0,1
ruidoso,0,1,1,0,1,0,0,0,0,0,1
ruína,0,1,0,0,0,1,0,1,0,0,1
ruínas,0,0,0,0,0,0,0,0,0,0,0
ruinoso,0,1,1,0,1,1,0,1,0,0,1
rum,0,0,0,0,0,0,0,0,0,0,0
rumble,0,0,0,0,0,0,0,0,0,0,0
rumores,0,0,0,0,0,0,0,0,0,0,0
rump,0,0,0,0,0,0,0,0,0,0,0
runas,0,0,0,0,0,0,0,0,0,0,0
ruptura,0,1,0,0,0,1,0,1,1,0,1
rural,0,0,0,0,0,0,0,0,0,0,0
rusga,0,0,0,0,0,0,0,0,0,0,0
rústico,0,0,0,0,0,0,0,0,0,0,0
rustle,0,0,0,0,0,0,0,0,0,0,0
sã,0,0,0,0,0,0,0,0,0,0,0
sabedoria,1,0,0,0,0,0,0,0,0,1,1
sabendo,1,0,0,0,0,0,0,0,0,0,1
sábio,1,0,0,0,0,0,0,0,0,1,1
sable,0,0,0,0,0,0,0,0,0,0,0
sabonete,0,0,0,0,0,0,0,0,0,0,0
sabor,0,0,0,0,0,0,0,0,0,0,0
saborear,1,0,0,1,1,0,1,1,0,1,1
saboroso,1,0,0,0,0,0,0,0,0,0,1
sabotar,0,1,1,0,1,1,0,1,1,0,1
saca rolhas,0,0,0,0,0,0,0,0,0,0,0
sacerdócio,1,0,0,1,0,0,1,1,0,1,1
sacerdotal,1,0,0,0,0,0,0,0,0,0,1
sacerdote,1,0,0,0,0,0,0,0,0,1,1
saco,0,0,0,0,0,0,0,0,0,0,0
sacola,0,0,0,0,0,0,0,0,0,0,0
sacramento,0,0,0,0,0,0,0,0,0,0,0
sacrifícios,0,1,0,0,1,1,0,1,0,0,1
sacudindo,0,1,0,0,0,1,0,0,0,0,1
sacudir,0,0,0,0,0,0,0,0,0,0,0
sadio,1,0,0,0,0,0,1,0,0,0,1
safira,0,0,0,0,0,0,0,0,0,0,0
saga,0,0,0,0,0,0,0,0,0,0,0
sagacidade,1,0,0,0,0,0,0,0,0,0,1
sagrado,0,0,0,0,0,0,0,0,0,0,0
saia,0,0,0,0,0,0,0,0,0,0,0
saias,0,0,0,0,0,0,0,0,0,0,0
saída,0,1,0,0,0,0,0,1,0,0,1
sair,0,1,0,0,0,0,0,1,1,0,1
sair para curtir,0,0,0,0,0,0,0,0,0,0,0
sal,0,0,0,0,0,0,0,0,0,0,0
sala,0,0,0,0,0,0,0,0,0,0,0
salada,0,0,0,0,0,0,0,0,0,0,0
salamandra,0,0,0,0,0,0,0,0,0,0,0
salão,0,0,0,0,0,0,0,0,0,0,0
salão de baile,0,0,0,0,0,0,0,0,0,0,0
salário,1,0,0,1,0,0,1,0,0,1,1
salários,1,0,0,0,0,0,1,0,0,0,1
salgado,0,0,0,0,0,0,0,0,0,0,0
salgados,1,0,0,0,0,0,0,0,0,0,1
salgueiro,0,0,0,0,0,0,0,0,0,0,0
saliente,1,0,0,0,0,0,0,0,0,0,1
salina,0,0,0,0,0,0,0,0,0,0,0
saliva,0,0,0,1,0,0,0,0,0,0,1
salmo,1,0,0,0,0,0,0,0,0,0,1
salmoura,0,1,0,0,0,0,0,0,0,0,1
salobre,0,0,0,0,0,0,0,0,0,0,0
salpicado,0,0,0,0,0,0,0,0,0,0,0
salsinha,0,0,0,0,0,0,0,0,0,0,0
saltar,1,0,0,0,0,0,1,0,0,0,1
salto,0,1,0,0,0,0,0,0,0,0,1
salutar,1,0,0,0,0,0,1,0,0,1,1
salvação,1,0,0,1,0,0,1,0,0,1,1
salvaguarda,1,0,0,0,0,0,0,0,0,1,1
salvamento,0,0,0,0,0,0,0,0,0,0,0
salvando,0,0,0,0,0,0,0,0,0,0,0
salve,1,0,0,0,0,0,1,0,0,1,1
samambaia,0,0,0,0,0,0,0,0,0,0,0
samba,0,0,0,0,0,0,0,0,0,0,0
samurai,1,0,0,0,0,1,0,0,0,0,1
sanção,0,0,0,0,0,0,0,0,0,0,0
sancionado,0,0,0,0,0,0,0,0,0,0,0
sandália,0,0,0,0,0,0,0,0,0,0,0
sangramento,0,1,0,0,1,1,0,1,0,0,1
sangrento,0,1,1,0,1,1,0,1,0,0,1
sangue,0,0,0,0,0,0,0,0,0,0,0
sangue vital,1,0,0,0,0,0,0,0,0,0,1
sanguessuga,0,1,0,0,0,0,0,0,0,0,1
sanguessugas,0,1,0,0,1,1,0,0,0,0,1
sanguinário,0,1,1,0,1,1,0,0,0,0,1
sanidade,0,0,0,0,0,0,0,0,0,0,0
sanitário,1,0,0,0,0,0,0,0,0,0,1
santa,1,0,0,1,0,0,1,0,1,1,1
santidade,1,0,0,1,0,1,1,0,1,1,1
santificação,1,0,0,0,0,0,1,0,0,1,1
santificado,0,0,0,0,0,0,0,0,0,0,0
santificar,1,0,0,1,0,0,1,1,1,1,1
santo,1,0,0,1,0,0,1,0,1,1,1
santuário,1,0,0,1,0,0,1,0,0,1,1
são,1,0,0,0,0,0,1,0,0,0,1
sapatão,0,0,0,0,0,0,0,0,0,0,0
sapateiro,0,0,0,0,0,0,0,0,0,0,0
sapato,0,0,0,0,0,0,0,0,0,0,0
sapo,0,1,0,0,1,0,0,0,0,0,1
saque,0,1,0,0,0,0,0,0,0,0,1
saquear,0,1,1,0,0,0,0,1,0,0,1
sarampo,0,1,0,0,1,1,0,1,0,0,1
sarcasmo,0,1,1,0,1,0,0,1,0,0,1
sarcoma,0,1,0,0,0,1,0,1,0,0,1
sardônico,0,1,0,0,0,0,0,0,0,0,1
sargento,0,0,0,0,0,0,0,0,0,0,0
sarja,0,0,0,0,0,0,0,0,0,0,0
sarna,0,1,0,0,1,1,0,0,0,0,1
satânico,0,1,1,0,0,0,0,0,0,0,1
satélite,0,0,0,0,0,0,0,0,0,0,0
sátira,0,0,0,0,0,0,0,0,0,0,0
satírico,0,0,0,0,0,0,0,0,0,0,0
satisfação,0,0,0,0,0,0,0,0,0,0,0
satisfatoriamente,1,0,0,0,0,0,0,0,0,0,1
satisfazer,1,0,0,0,0,0,1,0,1,0,1
satisfeito,1,0,0,0,0,0,1,0,0,0,1
saturação,0,0,0,0,0,0,0,0,0,0,0
saturado,0,1,0,0,1,0,0,0,0,0,1
saturar,0,0,0,0,0,0,0,0,0,0,0
saudação,1,0,0,0,0,0,1,0,1,0,1
saudade,0,0,0,1,0,0,0,1,0,0,1
saudar,1,1,0,0,0,0,0,0,0,1,1
saudável,1,0,0,0,0,0,1,0,0,1,1
saúde,0,0,0,0,0,0,0,0,0,0,0
saudoso,0,0,0,1,0,0,0,0,0,0,1
sauna,0,0,0,0,0,0,0,0,0,0,0
savana,0,0,0,0,0,0,0,0,0,0,0
saxofone,0,0,0,0,0,0,0,0,0,0,0
scape,0,0,0,0,0,0,0,0,0,0,0
scavenger,0,1,0,0,0,0,0,0,0,0,1
scion,0,0,0,0,0,0,0,0,0,0,0
scour,0,0,0,0,0,0,0,0,0,0,0
scrabble,0,0,0,0,0,0,0,0,0,0,0
scrip,0,0,0,0,0,0,0,0,0,0,0
se aposentando,0,0,0,0,0,0,0,0,0,0,0
se empenhar,0,0,0,0,0,0,0,0,0,0,0
